date,forecast_index,recent_index,total_index,temp_recent,rain_recent,temp_forecast,rain_forecast
2026-02-24,WET,,,83.9873046875,0.0,84.24652862548828,6.508266968186945
2026-02-24,WET,,,83.9873046875,0.0,84.24652862548828,6.508266968186945
2026-02-27,WET,,,82.7548599243164,7.676494598388672,82.92832946777344,21.39240503311157
2026-02-28,WET,,,83.05461883544922,13.879997253417969,83.1842041015625,19.46749258041382
2026-03-01,WET,,,82.43537902832031,7.076598644256592,82.41313171386719,25.82090425491333
2026-03-02,WET,,,82.66460418701172,9.56828498840332,82.81193542480469,17.35515832901001
2026-03-04,WET,WET,,83.31916809082031,1.660274863243103,83.65052032470703,16.639774322509766
2026-03-05,WET,WET,,83.53840637207031,0.6554811000823975,83.71611022949219,25.23726749420166
2026-03-06,WET,WET,,83.23463439941406,1.4597316980361938,83.95973205566406,15.80652379989624
2026-03-07,WET,,,83.98060607910156,0.476160317659378,82.91009521484375,27.306477069854736
2026-03-08,WET,,,82.04371643066406,8.948034286499023,82.54035186767578,39.9399995803833
2026-03-09,WET,None,,81.56602478027344,10.555220603942871,82.60901641845703,36.97915744781494
